codigo_producto,fecha,hora,cantidad_vendida,precio,canal,promocion
PROD005,2025-11-08,08:43,4,358.76,tienda,15%_desc
PROD001,2025-11-08,09:33,1,154.54,online,10%_desc
PROD005,2025-11-08,09:43,2,323.74,tienda,sin_promocion
PROD007,2025-11-08,09:43,1,67.35,tienda,sin_promocion
PROD004,2025-11-08,10:01,1,195.62,tienda,sin_promocion
PROD007,2025-11-08,10:34,1,70.99,online,sin_promocion
PROD008,2025-11-08,10:35,7,135.48,tienda,combo
PROD004,2025-11-08,11:31,2,197.79,tienda,sin_promocion
PROD002,2025-11-08,11:54,1,82.12,tienda,sin_promocion
PROD013,2025-11-08,11:54,1,381.08,tienda,sin_promocion
PROD012,2025-11-08,12:06,1,165.08,tienda,sin_promocion
PROD011,2025-11-08,12:10,1,472.88,tienda,sin_promocion
PROD014,2025-11-08,12:26,4,41.03,tienda,sin_promocion
PROD013,2025-11-08,12:44,1,407.68,telefono,sin_promocion
PROD002,2025-11-08,12:46,3,86.67,telefono,sin_promocion
PROD004,2025-11-08,13:32,5,179.9,telefono,sin_promocion
PROD001,2025-11-08,13:39,1,153.27,tienda,sin_promocion
PROD005,2025-11-08,13:48,1,384.61,tienda,sin_promocion
PROD008,2025-11-08,14:01,2,132.86,telefono,sin_promocion
PROD013,2025-11-08,14:11,1,376.7,tienda,sin_promocion
PROD008,2025-11-08,14:24,9,121.36,tienda,sin_promocion
PROD001,2025-11-08,14:34,1,164.67,online,sin_promocion
PROD014,2025-11-08,14:34,1,44.48,tienda,sin_promocion
PROD002,2025-11-08,14:40,3,85.78,tienda,sin_promocion
PROD012,2025-11-08,15:13,1,171.31,tienda,sin_promocion
PROD004,2025-11-08,15:31,1,183.98,tienda,sin_promocion
PROD009,2025-11-08,15:40,1,461.09,online,sin_promocion
PROD002,2025-11-08,15:54,2,89.0,tienda,sin_promocion
PROD006,2025-11-08,16:11,1,103.25,tienda,sin_promocion
PROD006,2025-11-08,16:11,1,97.63,tienda,15%_desc
PROD015,2025-11-08,16:34,3,61.59,telefono,sin_promocion
PROD013,2025-11-08,16:35,1,346.57,telefono,combo
PROD001,2025-11-08,16:48,1,152.83,tienda,sin_promocion
PROD005,2025-11-09,07:12,1,373.54,tienda,sin_promocion
PROD014,2025-11-09,07:20,1,45.5,tienda,sin_promocion
PROD006,2025-11-09,08:45,1,96.0,tienda,sin_promocion
PROD002,2025-11-09,09:40,7,87.26,tienda,sin_promocion
PROD002,2025-11-09,10:37,1,87.5,tienda,sin_promocion
PROD013,2025-11-09,10:40,1,365.04,tienda,10%_desc
PROD006,2025-11-09,10:42,2,94.16,telefono,sin_promocion
PROD013,2025-11-09,10:47,1,373.31,tienda,combo
PROD011,2025-11-09,10:59,2,526.71,tienda,sin_promocion
PROD003,2025-11-09,12:27,10,217.76,tienda,sin_promocion
PROD003,2025-11-09,12:47,2,198.28,tienda,sin_promocion
PROD002,2025-11-09,12:51,1,82.04,tienda,sin_promocion
PROD001,2025-11-09,13:11,1,150.06,tienda,sin_promocion
PROD010,2025-11-09,13:24,1,215.99,tienda,sin_promocion
PROD005,2025-11-09,13:39,1,321.48,tienda,2x1
PROD011,2025-11-09,14:07,1,535.12,tienda,sin_promocion
PROD003,2025-11-09,14:18,2,207.2,online,sin_promocion
PROD014,2025-11-09,15:14,1,41.95,tienda,sin_promocion
PROD001,2025-11-09,15:21,4,135.76,online,2x1
PROD002,2025-11-09,15:24,1,86.47,online,sin_promocion
PROD007,2025-11-09,17:35,2,66.66,tienda,sin_promocion
PROD015,2025-11-09,17:39,10,62.59,tienda,sin_promocion
PROD013,2025-11-10,08:13,1,353.96,online,sin_promocion
PROD003,2025-11-10,09:08,4,204.57,telefono,sin_promocion
PROD013,2025-11-10,10:03,1,388.52,tienda,combo
PROD015,2025-11-10,10:38,4,63.26,telefono,combo
PROD011,2025-11-10,10:49,1,564.39,online,sin_promocion
PROD006,2025-11-10,12:01,2,90.78,tienda,sin_promocion
PROD006,2025-11-10,12:07,1,94.24,tienda,sin_promocion
PROD003,2025-11-10,13:46,1,202.95,tienda,sin_promocion
PROD013,2025-11-10,14:05,4,388.26,tienda,sin_promocion
PROD005,2025-11-10,14:43,1,329.74,telefono,sin_promocion
PROD006,2025-11-10,14:59,1,86.66,telefono,sin_promocion
PROD003,2025-11-10,15:04,1,205.13,tienda,sin_promocion
PROD003,2025-11-10,16:46,1,232.79,online,sin_promocion
PROD003,2025-11-10,17:48,1,222.39,tienda,sin_promocion
PROD013,2025-11-11,07:23,2,375.65,telefono,sin_promocion
PROD013,2025-11-11,08:15,4,361.1,telefono,15%_desc
PROD012,2025-11-11,09:14,1,182.04,online,2x1
PROD008,2025-11-11,09:27,12,141.31,tienda,sin_promocion
PROD010,2025-11-11,09:28,1,208.75,online,sin_promocion
PROD010,2025-11-11,10:08,2,185.06,tienda,sin_promocion
PROD009,2025-11-11,10:16,1,489.74,online,sin_promocion
PROD015,2025-11-11,10:21,1,62.45,tienda,sin_promocion
PROD001,2025-11-11,10:27,3,146.41,tienda,10%_desc
PROD001,2025-11-11,10:39,1,156.65,tienda,sin_promocion
PROD014,2025-11-11,10:49,1,41.57,telefono,10%_desc
PROD001,2025-11-11,10:50,1,151.75,tienda,sin_promocion
PROD015,2025-11-11,11:03,1,59.54,tienda,2x1
PROD013,2025-11-11,12:31,4,384.9,telefono,sin_promocion
PROD006,2025-11-11,12:51,1,99.6,telefono,sin_promocion
PROD001,2025-11-11,12:59,1,142.46,online,sin_promocion
PROD015,2025-11-11,13:31,1,57.6,telefono,sin_promocion
PROD010,2025-11-11,14:07,1,194.47,tienda,sin_promocion
PROD015,2025-11-11,14:11,12,58.19,online,sin_promocion
PROD014,2025-11-11,14:33,4,40.88,tienda,15%_desc
PROD004,2025-11-11,15:24,4,166.64,telefono,sin_promocion
PROD014,2025-11-11,15:35,3,42.57,tienda,sin_promocion
PROD001,2025-11-11,15:49,2,150.63,tienda,sin_promocion
PROD006,2025-11-11,17:08,1,100.31,tienda,sin_promocion
PROD013,2025-11-12,07:29,1,397.19,tienda,sin_promocion
PROD010,2025-11-12,07:59,2,186.31,online,sin_promocion
PROD002,2025-11-12,08:52,1,88.65,telefono,sin_promocion
PROD002,2025-11-12,08:58,4,80.79,tienda,sin_promocion
PROD002,2025-11-12,09:20,1,80.74,online,10%_desc
PROD010,2025-11-12,09:53,1,187.56,tienda,sin_promocion
PROD007,2025-11-12,11:06,3,59.66,tienda,sin_promocion
PROD010,2025-11-12,11:51,1,181.03,tienda,sin_promocion
PROD010,2025-11-12,12:36,5,219.31,online,sin_promocion
PROD001,2025-11-12,12:38,1,147.08,telefono,sin_promocion
PROD001,2025-11-12,13:01,3,141.14,tienda,sin_promocion
PROD003,2025-11-12,13:41,1,234.53,telefono,sin_promocion
PROD007,2025-11-12,13:54,3,71.34,telefono,combo
PROD001,2025-11-12,14:01,1,135.96,online,sin_promocion
PROD007,2025-11-12,14:06,1,69.55,online,sin_promocion
PROD005,2025-11-12,14:15,2,331.33,tienda,sin_promocion
PROD009,2025-11-12,14:59,1,464.53,tienda,sin_promocion
PROD001,2025-11-12,15:40,1,152.68,telefono,sin_promocion
PROD001,2025-11-12,15:56,4,146.81,telefono,2x1
PROD009,2025-11-12,15:57,1,428.4,tienda,sin_promocion
PROD004,2025-11-12,16:06,2,176.79,tienda,10%_desc
PROD003,2025-11-12,16:40,1,207.84,tienda,sin_promocion
PROD009,2025-11-12,16:57,3,418.19,tienda,sin_promocion
PROD005,2025-11-12,17:37,1,354.79,tienda,sin_promocion
PROD011,2025-11-13,07:52,1,558.81,telefono,10%_desc
PROD011,2025-11-13,08:21,6,487.4,tienda,sin_promocion
PROD012,2025-11-13,08:58,1,163.3,online,sin_promocion
PROD010,2025-11-13,09:00,1,200.1,tienda,sin_promocion
PROD011,2025-11-13,09:37,1,561.19,online,sin_promocion
PROD013,2025-11-13,10:27,1,366.16,tienda,sin_promocion
PROD010,2025-11-13,10:39,4,181.64,tienda,sin_promocion
PROD002,2025-11-13,11:16,5,91.88,tienda,sin_promocion
PROD008,2025-11-13,14:01,1,123.91,tienda,sin_promocion
PROD013,2025-11-13,15:25,1,406.23,tienda,sin_promocion
PROD010,2025-11-13,15:38,1,203.03,tienda,sin_promocion
PROD008,2025-11-13,15:44,5,133.63,telefono,sin_promocion
PROD009,2025-11-13,16:09,1,419.38,online,sin_promocion
PROD002,2025-11-13,16:57,2,85.88,tienda,sin_promocion
PROD005,2025-11-13,17:06,7,369.53,tienda,sin_promocion
PROD001,2025-11-14,07:34,1,151.23,online,combo
PROD001,2025-11-14,08:17,1,137.39,tienda,sin_promocion
PROD013,2025-11-14,14:19,2,412.7,tienda,sin_promocion
PROD015,2025-11-14,15:51,4,61.92,tienda,sin_promocion
PROD013,2025-11-15,07:20,2,396.66,tienda,10%_desc
PROD015,2025-11-15,07:56,3,64.64,telefono,15%_desc
PROD004,2025-11-15,08:00,1,187.01,telefono,sin_promocion
PROD010,2025-11-15,08:29,1,202.16,online,sin_promocion
PROD010,2025-11-15,09:19,1,185.12,telefono,sin_promocion
PROD013,2025-11-15,09:45,1,408.32,tienda,sin_promocion
PROD014,2025-11-15,09:52,3,45.29,telefono,sin_promocion
PROD011,2025-11-15,10:12,1,484.03,telefono,sin_promocion
PROD003,2025-11-15,10:15,1,235.71,tienda,sin_promocion
PROD012,2025-11-15,10:55,1,186.64,tienda,sin_promocion
PROD003,2025-11-15,11:49,1,216.42,telefono,combo
PROD015,2025-11-15,12:15,6,61.72,tienda,sin_promocion
PROD011,2025-11-15,12:43,1,565.77,telefono,sin_promocion
PROD012,2025-11-15,12:45,1,157.94,tienda,sin_promocion
PROD012,2025-11-15,12:52,1,158.96,tienda,sin_promocion
PROD007,2025-11-15,12:59,9,68.71,tienda,sin_promocion
PROD001,2025-11-15,13:13,1,147.64,tienda,sin_promocion
PROD002,2025-11-15,13:31,2,83.48,tienda,sin_promocion
PROD003,2025-11-15,13:49,2,212.03,tienda,sin_promocion
PROD002,2025-11-15,13:51,9,78.81,tienda,sin_promocion
PROD006,2025-11-15,14:03,2,85.62,online,sin_promocion
PROD011,2025-11-15,14:18,1,535.83,tienda,10%_desc
PROD001,2025-11-15,14:20,1,146.17,tienda,sin_promocion
PROD010,2025-11-15,14:21,1,189.12,tienda,sin_promocion
PROD013,2025-11-15,14:22,1,417.16,tienda,sin_promocion
PROD001,2025-11-15,14:23,3,142.39,online,sin_promocion
PROD008,2025-11-15,14:54,1,121.27,telefono,2x1
PROD015,2025-11-15,14:55,2,60.47,tienda,sin_promocion
PROD006,2025-11-15,14:58,1,103.98,tienda,sin_promocion
PROD013,2025-11-15,15:00,1,344.72,online,sin_promocion
PROD001,2025-11-15,15:05,3,147.67,telefono,sin_promocion
PROD015,2025-11-15,15:06,1,57.29,tienda,combo
PROD004,2025-11-15,15:11,1,196.68,telefono,sin_promocion
PROD006,2025-11-15,15:39,3,86.78,tienda,15%_desc
PROD015,2025-11-15,15:45,2,63.41,tienda,sin_promocion
PROD011,2025-11-15,15:48,6,489.45,telefono,sin_promocion
PROD010,2025-11-15,16:23,1,211.88,online,sin_promocion
PROD002,2025-11-15,16:24,1,88.1,tienda,sin_promocion
PROD006,2025-11-15,16:30,4,99.01,online,2x1
PROD002,2025-11-15,17:20,1,83.7,tienda,sin_promocion
PROD003,2025-11-16,07:45,10,223.44,online,sin_promocion
PROD012,2025-11-16,08:30,1,176.02,telefono,sin_promocion
PROD009,2025-11-16,08:45,1,413.13,telefono,sin_promocion
PROD003,2025-11-16,09:15,1,222.99,tienda,sin_promocion
PROD011,2025-11-16,09:23,1,548.39,telefono,sin_promocion
PROD004,2025-11-16,09:32,4,192.29,tienda,sin_promocion
PROD006,2025-11-16,09:50,1,94.67,tienda,sin_promocion
PROD014,2025-11-16,10:08,1,40.7,tienda,sin_promocion
PROD012,2025-11-16,10:23,1,185.6,tienda,sin_promocion
PROD008,2025-11-16,10:29,11,138.72,tienda,sin_promocion
PROD014,2025-11-16,10:54,1,49.17,tienda,sin_promocion
PROD003,2025-11-16,11:11,1,208.12,online,combo
PROD006,2025-11-16,11:20,1,91.38,online,sin_promocion
PROD009,2025-11-16,11:28,1,480.07,tienda,sin_promocion
PROD001,2025-11-16,12:45,1,142.58,tienda,sin_promocion
PROD004,2025-11-16,13:07,1,162.4,tienda,sin_promocion
PROD003,2025-11-16,14:01,6,215.24,telefono,sin_promocion
PROD012,2025-11-16,15:10,2,171.09,tienda,10%_desc
PROD009,2025-11-16,15:27,1,429.18,tienda,sin_promocion
PROD004,2025-11-16,16:03,1,195.02,tienda,sin_promocion
PROD009,2025-11-16,16:34,1,434.15,tienda,sin_promocion
PROD002,2025-11-17,07:31,1,81.55,tienda,sin_promocion
PROD007,2025-11-17,07:56,4,65.05,telefono,sin_promocion
PROD012,2025-11-17,08:02,2,174.77,telefono,sin_promocion
PROD012,2025-11-17,08:06,1,190.79,online,sin_promocion
PROD005,2025-11-17,08:07,1,355.21,online,sin_promocion
PROD013,2025-11-17,08:09,1,366.97,tienda,sin_promocion
PROD011,2025-11-17,08:25,2,505.45,tienda,sin_promocion
PROD003,2025-11-17,09:06,1,234.23,tienda,sin_promocion
PROD013,2025-11-17,09:10,1,390.17,tienda,sin_promocion
PROD011,2025-11-17,09:36,2,487.01,telefono,sin_promocion
PROD009,2025-11-17,09:45,1,494.68,online,sin_promocion
PROD001,2025-11-17,09:48,1,163.31,online,sin_promocion
PROD007,2025-11-17,09:51,2,65.88,tienda,sin_promocion
PROD008,2025-11-17,09:57,2,137.03,telefono,15%_desc
PROD005,2025-11-17,10:02,8,347.37,telefono,sin_promocion
PROD007,2025-11-17,10:39,1,68.81,tienda,combo
PROD002,2025-11-17,11:17,1,78.06,telefono,sin_promocion
PROD004,2025-11-17,11:44,1,171.43,tienda,combo
PROD005,2025-11-17,11:52,2,360.99,tienda,sin_promocion
PROD004,2025-11-17,12:00,1,164.1,tienda,sin_promocion
PROD010,2025-11-17,12:58,3,185.52,tienda,sin_promocion
PROD004,2025-11-17,13:11,3,180.11,online,sin_promocion
PROD007,2025-11-17,13:22,1,60.21,tienda,sin_promocion
PROD010,2025-11-17,13:51,1,189.11,online,sin_promocion
PROD005,2025-11-17,14:14,2,381.29,online,sin_promocion
PROD013,2025-11-17,14:44,1,413.48,telefono,sin_promocion
PROD008,2025-11-17,15:14,1,134.8,tienda,sin_promocion
PROD003,2025-11-17,15:21,1,220.54,tienda,15%_desc
PROD001,2025-11-17,15:23,1,145.07,tienda,sin_promocion
PROD003,2025-11-17,15:27,1,232.3,tienda,sin_promocion
PROD004,2025-11-17,16:00,1,179.33,tienda,sin_promocion
PROD004,2025-11-17,17:26,1,171.9,tienda,sin_promocion
PROD003,2025-11-17,17:31,2,234.54,telefono,2x1
PROD008,2025-11-17,17:33,2,118.57,online,sin_promocion
PROD008,2025-11-17,18:28,1,123.66,telefono,sin_promocion
PROD012,2025-11-18,07:21,1,168.98,tienda,sin_promocion
PROD014,2025-11-18,08:00,3,47.14,tienda,combo
PROD010,2025-11-18,08:25,1,202.85,online,sin_promocion
PROD014,2025-11-18,09:09,3,48.48,tienda,sin_promocion
PROD007,2025-11-18,09:17,1,63.03,online,sin_promocion
PROD015,2025-11-18,09:53,3,56.88,telefono,sin_promocion
PROD014,2025-11-18,10:00,1,46.23,online,sin_promocion
PROD001,2025-11-18,10:05,2,144.59,tienda,sin_promocion
PROD015,2025-11-18,10:18,1,64.76,tienda,sin_promocion
PROD009,2025-11-18,10:34,1,437.33,telefono,sin_promocion
PROD014,2025-11-18,10:42,3,49.02,telefono,10%_desc
PROD010,2025-11-18,11:44,1,207.21,telefono,sin_promocion
PROD004,2025-11-18,12:28,1,184.81,tienda,15%_desc
PROD001,2025-11-18,13:55,1,163.86,tienda,sin_promocion
PROD008,2025-11-18,14:04,1,118.87,tienda,sin_promocion
PROD015,2025-11-18,14:20,5,64.29,online,combo
PROD010,2025-11-18,14:24,1,182.83,tienda,sin_promocion
PROD005,2025-11-18,14:45,2,328.39,tienda,sin_promocion
PROD010,2025-11-18,14:45,1,197.57,tienda,sin_promocion
PROD005,2025-11-18,15:18,3,382.02,tienda,sin_promocion
PROD005,2025-11-18,15:41,4,316.96,tienda,sin_promocion
PROD014,2025-11-18,16:08,5,48.59,tienda,15%_desc
PROD012,2025-11-18,16:55,4,165.38,tienda,sin_promocion
PROD005,2025-11-19,07:04,2,353.32,tienda,sin_promocion
PROD015,2025-11-19,07:07,4,65.33,tienda,sin_promocion
PROD009,2025-11-19,08:08,2,408.25,tienda,10%_desc
PROD003,2025-11-19,08:16,1,218.33,tienda,10%_desc
PROD015,2025-11-19,08:30,1,57.58,online,10%_desc
PROD004,2025-11-19,08:32,1,177.72,tienda,sin_promocion
PROD012,2025-11-19,08:39,2,176.3,tienda,2x1
PROD005,2025-11-19,08:48,1,384.47,tienda,sin_promocion
PROD005,2025-11-19,08:51,1,350.63,tienda,sin_promocion
PROD009,2025-11-19,09:03,1,420.99,tienda,sin_promocion
PROD004,2025-11-19,10:06,10,185.29,tienda,sin_promocion
PROD010,2025-11-19,10:57,3,211.07,tienda,15%_desc
PROD005,2025-11-19,11:44,1,383.1,tienda,sin_promocion
PROD009,2025-11-19,12:08,2,464.62,tienda,sin_promocion
PROD004,2025-11-19,12:33,1,182.62,tienda,15%_desc
PROD010,2025-11-19,13:12,2,180.12,online,10%_desc
PROD009,2025-11-19,14:23,1,456.95,telefono,sin_promocion
PROD004,2025-11-19,15:53,1,167.84,telefono,sin_promocion
PROD010,2025-11-19,16:22,1,214.02,tienda,sin_promocion
PROD009,2025-11-19,16:41,1,424.03,tienda,sin_promocion
PROD007,2025-11-20,09:06,1,67.33,online,sin_promocion
PROD006,2025-11-20,10:19,1,97.8,tienda,sin_promocion
PROD006,2025-11-20,10:27,1,102.26,tienda,sin_promocion
PROD007,2025-11-20,10:46,3,62.54,telefono,combo
PROD008,2025-11-20,10:52,2,117.9,telefono,15%_desc
PROD008,2025-11-20,10:56,5,120.48,online,sin_promocion
PROD007,2025-11-20,10:58,1,69.27,tienda,sin_promocion
PROD004,2025-11-20,11:24,1,170.42,tienda,sin_promocion
PROD002,2025-11-20,11:32,1,77.45,tienda,sin_promocion
PROD008,2025-11-20,13:01,4,126.72,telefono,sin_promocion
PROD004,2025-11-20,13:23,2,164.18,tienda,sin_promocion
PROD013,2025-11-20,13:51,4,346.83,tienda,sin_promocion
PROD008,2025-11-20,13:56,2,126.51,tienda,sin_promocion
PROD007,2025-11-20,14:38,1,70.85,tienda,sin_promocion
PROD013,2025-11-20,15:01,1,382.7,online,sin_promocion
PROD006,2025-11-20,15:12,1,98.51,tienda,sin_promocion
PROD012,2025-11-20,16:25,2,178.04,online,sin_promocion
PROD002,2025-11-20,17:10,1,79.06,tienda,sin_promocion
PROD012,2025-11-20,17:12,2,170.12,tienda,sin_promocion
PROD011,2025-11-21,08:12,3,516.68,tienda,sin_promocion
PROD011,2025-11-21,08:14,1,562.11,tienda,combo
PROD003,2025-11-21,08:17,4,205.99,tienda,sin_promocion
PROD013,2025-11-21,09:02,3,343.92,tienda,sin_promocion
PROD014,2025-11-21,09:49,3,48.77,telefono,sin_promocion
PROD003,2025-11-21,10:19,7,232.18,online,sin_promocion
PROD013,2025-11-21,10:52,1,375.39,tienda,15%_desc
PROD005,2025-11-21,12:31,2,380.81,telefono,sin_promocion
PROD006,2025-11-21,13:03,1,87.64,tienda,sin_promocion
PROD006,2025-11-21,15:05,1,102.91,tienda,sin_promocion
PROD002,2025-11-21,15:11,1,78.42,online,15%_desc
PROD014,2025-11-21,15:29,8,46.46,online,2x1
PROD002,2025-11-21,15:38,1,78.92,telefono,sin_promocion
PROD003,2025-11-21,15:41,2,221.96,tienda,sin_promocion
PROD005,2025-11-21,16:14,1,322.3,online,sin_promocion
PROD006,2025-11-21,17:47,6,102.53,tienda,sin_promocion
PROD011,2025-11-22,07:04,3,526.89,online,sin_promocion
PROD014,2025-11-22,07:28,7,46.37,telefono,15%_desc
PROD006,2025-11-22,07:48,1,95.11,tienda,sin_promocion
PROD013,2025-11-22,08:04,1,354.54,tienda,sin_promocion
PROD009,2025-11-22,09:11,2,471.08,tienda,10%_desc
PROD004,2025-11-22,10:00,1,172.34,online,sin_promocion
PROD003,2025-11-22,10:09,3,226.16,telefono,sin_promocion
PROD006,2025-11-22,10:14,1,93.54,tienda,sin_promocion
PROD002,2025-11-22,10:38,1,87.46,tienda,sin_promocion
PROD012,2025-11-22,10:42,1,158.02,tienda,sin_promocion
PROD007,2025-11-22,11:09,11,70.88,online,sin_promocion
PROD012,2025-11-22,11:09,2,168.26,online,sin_promocion
PROD006,2025-11-22,11:35,1,104.05,tienda,sin_promocion
PROD011,2025-11-22,11:51,1,486.13,tienda,2x1
PROD001,2025-11-22,13:07,1,140.94,tienda,sin_promocion
PROD015,2025-11-22,13:12,3,55.38,tienda,sin_promocion
PROD009,2025-11-22,13:13,3,438.44,tienda,sin_promocion
PROD007,2025-11-22,13:16,12,71.46,tienda,sin_promocion
PROD011,2025-11-22,13:24,1,474.58,telefono,sin_promocion
PROD007,2025-11-22,13:28,3,68.3,tienda,sin_promocion
PROD012,2025-11-22,13:36,1,182.73,tienda,sin_promocion
PROD009,2025-11-22,13:55,1,476.89,tienda,sin_promocion
PROD015,2025-11-22,14:41,1,60.54,tienda,sin_promocion
PROD006,2025-11-22,14:57,1,103.79,telefono,sin_promocion
PROD006,2025-11-22,15:07,1,88.46,tienda,sin_promocion
PROD015,2025-11-22,15:11,10,56.8,tienda,sin_promocion
PROD003,2025-11-22,15:39,1,213.5,online,sin_promocion
PROD013,2025-11-22,16:29,1,382.43,tienda,sin_promocion
PROD010,2025-11-22,16:42,4,182.29,telefono,sin_promocion
PROD012,2025-11-22,16:51,1,163.97,tienda,10%_desc
PROD007,2025-11-22,16:59,3,67.7,tienda,sin_promocion
PROD010,2025-11-22,17:17,2,184.18,tienda,sin_promocion
PROD010,2025-11-22,17:49,4,184.88,tienda,2x1
PROD005,2025-11-23,08:30,1,328.94,tienda,sin_promocion
PROD014,2025-11-23,08:54,2,47.5,tienda,15%_desc
PROD014,2025-11-23,09:07,1,48.24,telefono,sin_promocion
PROD005,2025-11-23,09:29,7,345.9,tienda,sin_promocion
PROD013,2025-11-23,09:50,1,410.15,tienda,sin_promocion
PROD014,2025-11-23,10:10,6,41.43,tienda,sin_promocion
PROD013,2025-11-23,11:09,1,359.06,tienda,sin_promocion
PROD006,2025-11-23,11:20,6,89.41,telefono,sin_promocion
PROD013,2025-11-23,11:36,1,392.84,tienda,sin_promocion
PROD013,2025-11-23,11:53,1,395.63,online,sin_promocion
PROD001,2025-11-23,12:30,5,135.21,tienda,combo
PROD004,2025-11-23,13:27,1,186.86,tienda,sin_promocion
PROD015,2025-11-23,14:06,1,55.64,tienda,sin_promocion
PROD006,2025-11-23,14:07,2,88.57,tienda,sin_promocion
PROD010,2025-11-23,15:15,3,191.94,tienda,sin_promocion
PROD001,2025-11-23,15:31,5,159.23,tienda,sin_promocion
PROD001,2025-11-23,15:31,1,147.03,tienda,sin_promocion
PROD013,2025-11-23,15:56,1,373.15,tienda,sin_promocion
PROD014,2025-11-23,16:24,1,48.86,tienda,sin_promocion
PROD014,2025-11-23,17:12,2,43.08,telefono,sin_promocion
PROD007,2025-11-23,18:39,1,62.27,tienda,sin_promocion
PROD013,2025-11-24,07:28,1,407.05,tienda,sin_promocion
PROD010,2025-11-24,08:09,1,215.44,telefono,sin_promocion
PROD004,2025-11-24,09:12,1,173.16,tienda,sin_promocion
PROD002,2025-11-24,09:16,5,88.33,tienda,sin_promocion
PROD012,2025-11-24,09:28,1,183.81,telefono,sin_promocion
PROD013,2025-11-24,09:46,1,394.61,telefono,sin_promocion
PROD012,2025-11-24,10:33,1,192.29,tienda,sin_promocion
PROD013,2025-11-24,11:13,1,357.54,tienda,10%_desc
PROD001,2025-11-24,12:12,1,144.92,tienda,sin_promocion
PROD010,2025-11-24,13:45,1,208.31,tienda,sin_promocion
PROD010,2025-11-24,14:04,1,198.63,tienda,10%_desc
PROD004,2025-11-24,15:14,1,185.88,telefono,sin_promocion
PROD001,2025-11-24,15:51,1,137.37,tienda,sin_promocion
PROD002,2025-11-24,16:03,5,91.55,tienda,sin_promocion
PROD012,2025-11-24,17:03,1,163.22,telefono,sin_promocion
PROD014,2025-11-25,07:37,1,43.07,tienda,sin_promocion
PROD013,2025-11-25,08:56,6,387.43,tienda,sin_promocion
PROD004,2025-11-25,08:59,1,171.49,tienda,sin_promocion
PROD005,2025-11-25,10:07,1,352.16,online,15%_desc
PROD008,2025-11-25,10:09,3,140.54,online,sin_promocion
PROD004,2025-11-25,10:10,2,185.83,tienda,15%_desc
PROD008,2025-11-25,10:10,1,117.56,online,2x1
PROD007,2025-11-25,10:42,1,70.41,online,2x1
PROD004,2025-11-25,10:51,2,182.93,telefono,sin_promocion
PROD005,2025-11-25,10:51,1,381.9,telefono,sin_promocion
PROD014,2025-11-25,11:09,1,47.79,tienda,sin_promocion
PROD014,2025-11-25,11:10,1,48.71,tienda,2x1
PROD004,2025-11-25,11:41,1,184.9,tienda,sin_promocion
PROD007,2025-11-25,11:51,7,66.68,tienda,sin_promocion
PROD005,2025-11-25,13:40,1,325.38,tienda,sin_promocion
PROD008,2025-11-25,14:11,12,132.55,telefono,sin_promocion
PROD012,2025-11-25,14:18,1,168.07,online,sin_promocion
PROD013,2025-11-25,14:31,1,361.56,telefono,sin_promocion
PROD001,2025-11-25,14:41,8,146.11,tienda,sin_promocion
PROD005,2025-11-25,15:36,1,368.86,tienda,sin_promocion
PROD009,2025-11-25,15:37,5,484.12,tienda,sin_promocion
PROD001,2025-11-25,15:52,1,149.63,tienda,sin_promocion
PROD004,2025-11-25,15:58,1,191.93,telefono,sin_promocion
PROD005,2025-11-25,16:58,1,350.5,telefono,sin_promocion
PROD012,2025-11-25,17:32,2,178.47,online,combo
PROD013,2025-11-25,17:49,1,380.57,tienda,sin_promocion
PROD008,2025-11-26,07:05,1,129.25,tienda,sin_promocion
PROD010,2025-11-26,07:20,4,205.27,tienda,sin_promocion
PROD005,2025-11-26,07:45,1,341.07,tienda,sin_promocion
PROD006,2025-11-26,08:06,1,100.01,tienda,sin_promocion
PROD011,2025-11-26,08:59,1,504.95,telefono,sin_promocion
PROD003,2025-11-26,09:02,1,209.99,tienda,sin_promocion
PROD008,2025-11-26,09:03,2,122.7,tienda,sin_promocion
PROD008,2025-11-26,09:03,3,117.14,online,sin_promocion
PROD007,2025-11-26,09:11,4,59.48,tienda,sin_promocion
PROD007,2025-11-26,09:13,5,62.35,tienda,sin_promocion
PROD005,2025-11-26,10:06,1,381.48,tienda,15%_desc
PROD007,2025-11-26,11:18,8,70.79,tienda,sin_promocion
PROD003,2025-11-26,11:41,5,227.43,tienda,sin_promocion
PROD008,2025-11-26,13:36,2,134.96,tienda,sin_promocion
PROD006,2025-11-26,14:19,4,99.75,telefono,sin_promocion
PROD015,2025-11-26,14:34,2,62.37,tienda,sin_promocion
PROD006,2025-11-26,15:28,1,97.63,tienda,sin_promocion
PROD007,2025-11-26,15:34,1,61.32,online,sin_promocion
PROD002,2025-11-26,16:14,6,83.91,tienda,sin_promocion
PROD003,2025-11-26,16:42,3,231.61,tienda,sin_promocion
PROD013,2025-11-27,07:25,1,397.71,tienda,sin_promocion
PROD008,2025-11-27,07:54,1,134.01,tienda,sin_promocion
PROD015,2025-11-27,08:20,1,65.58,tienda,sin_promocion
PROD005,2025-11-27,08:22,2,377.84,tienda,sin_promocion
PROD008,2025-11-27,08:34,1,135.01,tienda,sin_promocion
PROD010,2025-11-27,09:21,1,193.05,tienda,sin_promocion
PROD002,2025-11-27,10:12,3,79.14,tienda,sin_promocion
